Direction,Stop Name,Stop Name Marathi,,,,,
DOWN,Vadachiwadi,वडाचीवाडी,,,,,
DOWN,Ghulevasti Undri Road,घुलेवस्ती उंड्री रोड ,,,,,
DOWN,Undrigaon Shala,उंड्रीगांव शाळा,,,,,
DOWN,Punekarvasti,पुणेकर वस्ती,,,,,
DOWN,Kholevasti,खोले वस्ती,,,,,
DOWN,Kadvasti Undri,कडवस्ती उंड्री,,,,,
DOWN,Vaddhara Bandhara,वडधरा बंधारा,,,,,
DOWN,Mohammadwadi Shala,मंहमदवाडी शाळा,,,,,
DOWN,Mohammadwadigaon,मंहमदवाडीगांव,,,,,
DOWN,Tarwadevasti,तरवडे वस्ती,,,,,
DOWN,Wadkarmala,वाडकर मळा,,,,,
DOWN,Harihareshwar Mandir,हरिहरेश्वर मंदीर,,,,,
DOWN,Sayyadnagar,सय्यदनगर,,,,,
DOWN,Talathi Chowk,तलाठी चौक,,,,,
DOWN,Railway Crossing Sasanenagar,रेल्वे कॉसिंग ससाणेनगर ,,,,,
DOWN,Sasanenagar,ससाणेनगर,,,,,
DOWN,Kanifnath Society,कानिफनाथ सोसायटी,,,,,
DOWN,Jakat Naka Mohammadwadi,जकात नका मोहम्मदवाडी ,,,,,
DOWN,Bhaji Mandai Hadapsar,भाजी मंडई हडपसर,,,,,
DOWN,Panyachi Taki Undri,पाण्याची टाकी उंड्री ,,,,,
DOWN,Pisoligaon,पिसोळी गांव,,,,,
DOWN,Hyderabad Cement Company,हैदराबाद सिंमेंट कंपनी,,,,,
DOWN,Narhegaon,नऱ्हेगांव,,,,,
DOWN,Shree Industries,श्री.इंडस्ट्रीज,,,,,
DOWN,JK Industries,जे.के. इंडस्ट्रीज,,,,,
DOWN,Manajinagar,मानाजी नगर,,,,,
DOWN,Bhargaon Industries,भारगांव इंडस्ट्रीज,,,,,
DOWN,Dhayareshwar Industries,धायरेश्वर इंडस्ट्रीज,,,,,
DOWN,Surbhi,सुरभी,,,,,
DOWN,Dattamandir Narhe Road,दत्तमंदिर नर्हे रोड,,,,,
DOWN,Gokulnagar Narhe Road,गोकूळ नगर रोड,,,,,
DOWN,Bhikardas Maruti,भिकारदास मारूती,,,,,
DOWN,Shanipar,शनिपार,,,,,
DOWN,Na Ta Wadi,नतावाडी,,,,,
DOWN,SRP Camp,एस आर पी कॅम्प,,,,,
DOWN,SPR Stadium,एसआरपी स्टेडियम,,,,,
DOWN,Vitthal Mandir SRP,विठ्ठल मंदिर एस आर पी,,,,,
DOWN,SRP Quarters,एस आर पी क्वार्टर,,,,,
DOWN,Motor Pariwahan,मोटार परिवहन,,,,,
DOWN,SRP Main Gate,एस आर पी मेन गेट,,,,,
DOWN,Shivaji Putla Vanawadi,शिवाजी पूतळा वानवडी,,,,,
DOWN,Chudaman Talim,चुडामण तालीम,,,,,
DOWN,Juna Motor Stand,जुना मोटार स्‍टॅण्ड,,,,,
DOWN,Kashiwadi,काशिवाडी,,,,,
DOWN,NIBM Road,एन आय बी एम रोड ,,,,,
DOWN,Jyoti Hotel,ज्योति हॉटेल,,,,,
DOWN,Theur Factory,थेऊर फॅक्टरी,,,,,
DOWN,Theur Gaon,थेऊर गांव,,,,,
DOWN,Power House Theur,पावर हाऊस थेऊर ,,,,,
DOWN,Gosavivasti Theur Road,गोसावी वस्ती थेऊर रोड ,,,,,
DOWN,Kunjir Vihir,कुंजीर विहीर,,,,,
DOWN,Kunjirmala,कुंजीरमळा,,,,,
DOWN,Panhale Farm,पन्हाळे फार्म,,,,,
DOWN,Green Acres,ग्रीन एकर्स,,,,,
DOWN,Theur Phata,थेऊर फाटा,,,,,
DOWN,Tamhanevasti,ताम्हाणेवस्ती,,,,,
DOWN,Borkarvasti,बोरकरवस्ती,,,,,
DOWN,Malyachamala,माळ्याचामळा,,,,,
DOWN,Rama Krushi Rasayan Karkhana,रामा कृषी रसायन कारखाना,,,,,
DOWN,Lonigaon Phata,लोणीगांव फाटा,,,,,
DOWN,Loni Station,लोणी स्टेशन,,,,,
DOWN,Kadamvasti Loni,कदम वस्ती लोणी,,,,,
DOWN,Fuel Depot,फ्युल डेपो,,,,,
DOWN,Wakvasti,वाकवस्ती,,,,,
DOWN,Kawdi Rasta,कवडी रस्ता,,,,,
DOWN,Kawdipat,कवडीपाट,,,,,
DOWN,Kuran Farm,कुरण फार्म,,,,,
DOWN,Fursungigaon Phata,फुरसुंगीगांव फाटा,,,,,
DOWN,Rambaug,रामबाग,,,,,
DOWN,Shewalwadi Market,शेवाळवाडी मार्केट,,,,,
DOWN,Lakshmi Colony,लक्ष्मी कॉलनी,,,,,
DOWN,Fursungi,फुरूसूंगी,,,,,
DOWN,Pawarmala,पवार मळा,,,,,
DOWN,Godown Fursungi,गोडाऊन फुरूसूंगी,,,,,
DOWN,Nawdevasti,नावडेवस्ती,,,,,
DOWN,Jai Ganesh Mandir,जय गणेश मंदिर,,,,,
DOWN,Harpalevasti Fursungi,हरपळेवस्ती फुरूसूंगी,,,,,
DOWN,Shivshankar Mangal Karyalay,शिवशंकर मंगल कार्यालय,,,,,
DOWN,Shivshambho Chowk,शिवशंभो चौक,,,,,
DOWN,Shivshakti Chowk,शिवशक्ती चौक,,,,,
DOWN,Shivdarshan,शिवदर्शन,,,,,
DOWN,Lakshminagar Corner,लक्ष्मीनगर कॉर्नर,,,,,
DOWN,Sarang Society,सारंग सोसायटी,,,,,
DOWN,Gandhi Training College,गांधी ट्रेनिंग कॉलेज,,,,,
DOWN,Date Stop,दाते स्टॉप,,,,,
DOWN,Power House Padmawati,पॉवर हाऊस पद्मावती,,,,,
DOWN,Wagholi Bazar Tal,वाघोली बाजार तळ,,,,,
DOWN,Satav Park,सातव पार्क,,,,,
DOWN,Snehalay Apang Shala,स्नेहालय अपंग शाळा,,,,,
DOWN,Vithai Warehouse,विठाई वेअरहाऊस,,,,,
DOWN,Avahalwadi,आव्हाळवाडी,,,,,
DOWN,Holi Angel Shala,होळी एंजेल शाळा,,,,,
DOWN,Chintamani Society,चिंतामणी कॉलनी,,,,,
DOWN,Sairatna,साईरत्न,,,,,
DOWN,Mayuresh Automobiles,मयुरेश ऑटोमोबाइल्स,,,,,
DOWN,Manjari Kh,मांजरी खुर्द,,,,,
DOWN,Annasaheb Magar Vidyalay,अण्णासाहेब मगर विद्या मंदिर,,,,,
DOWN,Maruti Mandir Wes,मारूती मंदिर वेश,,,,,
DOWN,Manjari Bk,मांजरी बुद्रंक,,,,,
DOWN,Malwadi Manjari,माळवाडी मांजरी ,,,,,
DOWN,Belhekarvasti,बेल्हेकरवस्ती,,,,,
DOWN,Rangicha Odha,रंगीचा ओढा,,,,,
DOWN,Railway Crossing Manjri,रेल्वे कॉसिंग मांजरी ,,,,,
DOWN,Gopal Patti,गोपाळ पट्टी,,,,,
DOWN,Dhere Bungalow,ढेरे बंगला,,,,,
DOWN,Ghulevasti Manjari,घुलेवस्ती मांजरी ,,,,,
DOWN,Mahadevnagar Manjari,महादेवनगर मांजरी ,,,,,
DOWN,Magar College,मगर कॉलेज,,,,,
DOWN,Kale Colony,काळे कॉलनी,,,,,
DOWN,Shivaji Putla Sasanenagar,शिवाजीपुतळा ससाणेनगर,,,,,
DOWN,Chintamaninagar Sasanenagar,चिंतामणीनगर ससाणेनगर,,,,,
DOWN,Ganga Village,गंगा व्हीलेज,,,,,
DOWN,Udyognagar,उद्योगनगर,,,,,
DOWN,Siddhivinayak Vastu,सिद्धीविनायक वास्तू,,,,,
DOWN,Satavnagar,सातवनगर,,,,,
DOWN,Jspm College Phata,जे एस पी एम कॉलेज फाटा,,,,,
DOWN,Jspm College,जे एस पी एम कॉलेज,,,,,
DOWN,Canal,कॅनॉल,,,,,
DOWN,Chintamaninagar Handewadi Road,चिंतामणीनगर हांडेवाडी रोड,,,,,
DOWN,Shirke Company,शिर्के कंपनी,,,,,
DOWN,Vataremala,वाटरेमळा,,,,,
DOWN,Kalashankar,कलाशंकर,,,,,
DOWN,Kawadenagar,कवडेनगर,,,,,
DOWN,Railway Crossing Ghorpadi,रेल्वे क्रॉसिंग घोरपडी ,,,,,
DOWN,Sopanbaug,सोपानबाग,,,,,
DOWN,Udaybaug,उदयबाग,,,,,
DOWN,Bhatnagar,भाटनगर,,,,,
DOWN,Shatrunjay Mandir,शत्रुंजय मंदिर,,,,,
DOWN,Hill Hila,हिल हिला,,,,,
DOWN,Smashanbhumi,स्मशानभूमी,,,,,
DOWN,Jakat Naka Pisoli,जकात नाका पिसोळी,,,,,
DOWN,Hanuman Mandir Pisoli,हनुमान मंदिर पिसोळी,,,,,
DOWN,Pravin Mehendi,प्रविण मेहंदी,,,,,
DOWN,Matoshree Garden,मातोश्री गार्डन,,,,,
DOWN,Balaji Park,बालाजीपार्क,,,,,
DOWN,Undrigaon,उंड्री गांव,,,,,
DOWN,Shivparvati Garden,शिव पार्वतीगार्डन,,,,,
DOWN,Mayuri Wajankata,मयुरी वजनकाटा,,,,,
DOWN,Mayuri Mangal Karyalay,मयुरी मंगल कार्यालय,,,,,
DOWN,Lakshminagar Handewadi Road,लक्ष्मीनगर हांडेवाडी रोड,,,,,
DOWN,Dongar Matha,डोंगर माथा,,,,,
DOWN,Queen Bajal Company,क्वीन बाजल कंपनी,,,,,
DOWN,Lucky Wajankata,लकी वजनकाटा,,,,,
DOWN,Kachara Depot Urali Devachi,कचरा डेपो देवाची उरूळी,,,,,
DOWN,Saswad Road Corner,सासवड रोड कॉर्नर,,,,,
DOWN,Navlakha Godown,नवलाखा गोडवून,,,,,
DOWN,Power House Fursungi,पॉवर हाऊस फुरसुंगी,,,,,
DOWN,Bhosale Garden Saswad Road,भोसले गार्डन सासवड रोड,,,,,
DOWN,Suiba Mangal Karyalay,सोयबा मंगल कार्यालय,,,,,
DOWN,Devachi Uruli,देवाची उरूळी,,,,,
DOWN,Rautvasti,राऊतवस्‍ती,,,,,
DOWN,Uruli Devachi Phata,उरुळी देवाची फाटा,,,,,
DOWN,Mantarwadi,मंतरवाडी,,,,,
DOWN,Bhansali Complex,भन्साळी कॉम्प्लेक्स,,,,,
DOWN,Tukainagar,तुकाईनगर,,,,,
DOWN,Mahadevnagar Hingne,महोदवनगर हिंगणे ,,,,,
DOWN,Damodarnagar,दामोदर नगर,,,,,
DOWN,Vadkigaon,वड्कीगाव,,,,,
DOWN,10 Wa Mile Wadki,१० वा मैल वडकी ,,,,,
DOWN,Jalindarbaug Wadki,जालिंदरबाग वडकी,,,,,
DOWN,Bhadalevasti SaswadRoad,भाडाळे वस्ती सासवड रोड,,,,,
DOWN,Devachi Uruli Phata,देवाची उरुळी फाटा,,,,,
DOWN,Ganganagar Saswad Road,गंगानगर सासवड रोड,,,,,
DOWN,Jaibhavani Warehousing,जयभवानी वेअरहौसिंग,,,,,
DOWN,Gajanan Maharaj Mandir Fursungi,गजानन महाराज मंदिर फुरसुंगी,,,,,
DOWN,Trinity College,ट्रीनिटी कॉलेज,,,,,
DOWN,Nimbalkarvasti,निंबाळकरवस्ती,,,,,
DOWN,Suryakiran Khat Karakhan,सुर्यकिरण खत कारखाना,,,,,
DOWN,Uruli Kanchan,ऊरूळी कांचन,,,,,
DOWN,Sanasbaug,सणसबाग,,,,,
DOWN,Prayag Dham Phata,प्रयाग धाम फाटा,,,,,
DOWN,Bhosalevasti Uruli Kanchan,भोसले वस्ती ऊरूळी कांचन,,,,,
DOWN,Inamdarvasti Solapur Road,इनामदारवस्ती सोलापूर रोड ,,,,,
DOWN,Rajendra Pipe Company,राजेंद्र पाईप कंपनी,,,,,
DOWN,Sortapwadi,सोरतापवाडी,,,,,
DOWN,Chaudharivasti Solapur Road,चौधरीवस्ती सोलापूर रोड ,,,,,
DOWN,Poultry Farm Sorthapwadi,पोल्ट्री फार्म सोरतापवाडी,,,,,
DOWN,Badadevasti,बडदेवस्ती,,,,,
DOWN,Khurawadevasti,खोरावडेवस्ती,,,,,
DOWN,Robbi Farm,रोब्बी फार्म,,,,,
DOWN,Naigaon Phata,नायगांव फाटा,,,,,
DOWN,Kunjirwadi Phata,कूंजीरवाडी फाटा,,,,,
DOWN,Tendulkarvasti,तेंडूलकरवस्ती,,,,,
DOWN,Kalbhorvasti,काळभोरवस्ती,,,,,
DOWN,Lonigaon,लोणीगाव,,,,,
DOWN,Holkarwadi,होळकरवाडी,,,,,
DOWN,Autadewadi Phata,औताडेवाडी फाटा,,,,,
DOWN,Sanketvihar,संकेतविहार,,,,,
DOWN,Handewadigaon,हांडेवाडीगांव,,,,,
DOWN,Highway Corner,हायवे कॉर्नर,,,,,
DOWN,Gavhanenagar,गव्हाणेनगर,,,,,
DOWN,Ramyanagari,रम्यनगरी,,,,,
DOWN,Girls Hostel,मुलींचे होस्टेल,,,,,
DOWN,Sawant College,सावंत कॉलेज,,,,,
DOWN,Tukaidarshan,तुकाईदर्शन,,,,,
DOWN,Dreamvilla Society,ड्रीमविला सोसायटी,,,,,
DOWN,Anandrao Tupe Patil Vidyalay,आनंदराव तुपे पाटील विद्यालय,,,,,
DOWN,Kale Padal,काळे पडळ,,,,,
DOWN,Sasane Hingne Township,ससाणे हिंगणे टाऊन शिप,,,,,
DOWN,Binavat Township,बिनावत टाऊनशिप,,,,,
DOWN,New English School Sasanenagar,न्यू इंग्लिश स्कूल ससाणेनगर,,,,,
DOWN,Mhada Colony,म्हाडा कॉलनी,,,,,
DOWN,Mantri Niwas,मंत्री निवास,,,,,
DOWN,Annabhau Sathe Udyan,अण्णाभाऊ साठे उद्यान,,,,,
DOWN,Andh Shala Ramtekdi,अंध शाळा रामटेकडी ,,,,,
DOWN,SRP,एसआरपी,,,,,
DOWN,Yogeshwar Colony,योगेश्वर कॉलनी,,,,,
DOWN,Indrayani Karyalay Kalebhoratenagar,इंद्रायणी कार्यालय काळे बोराटे नगर ,,,,,
DOWN,Vishwakarma Mandir,विश्वकर्मा मंदिर,,,,,
DOWN,Papdevasti,पापडेवस्ती,,,,,
DOWN,Nhawlevasti,न्हावलेवस्ती,,,,,
DOWN,Railway Gate Sasanenagar,रेल्वे गेट ससाणेनगर ,,,,,
DOWN,Kaleboratenagar,काळेबोराटेनगर,,,,,
DOWN,Ganesh Mandir Kaleboratenagar,गणेश मंदिर काळे बोराटेनगर ,,,,,
DOWN,Nirmal Township,निर्मल टाऊनशीप,,,,,
DOWN,Shitaladevi Chowk Guruwarpeth,शीतळादेवी चौक गुरुवारपेठ ,,,,,
DOWN,Ganj Peth Police Chowky,गंज पेठ पोलीस चौकी,,,,,
DOWN,Kunjirvasti,कुंजीरवस्ती,,,,,
DOWN,Vasantdada Sugar Institute,वसंतदादा शुगर इन्सीट्युट,,,,,
DOWN,Ghavtenagar,घावटेनगर,,,,,
DOWN,Balajinagar Corner,बालाजीनगर कॉर्नर,,,,,
DOWN,Ingalenagar,इंगळेनगर,,,,,
DOWN,Lonkarnagar,लोणकरनगर,,,,,
DOWN,Ganeshnagari,गणेशनगरी,,,,,
DOWN,Om Hospital,ओम हॉस्पीटल,,,,,
DOWN,Keshavnagar Chowk,केशवनगर चौक,,,,,
DOWN,Badhevasti,बधेवस्ती,,,,,
DOWN,Mundhwa Phata,मुंढवा फाटा,,,,,
DOWN,Mundhwa Bypass,मुंढवा बायपास,,,,,
DOWN,Dhamalevasti Mundhwa,ढमालेवस्ती मुंढवा,,,,,
DOWN,Kirloskar Press,किर्लोस्कर प्रेस,,,,,
DOWN,Ahireshwarwadi,अहिरेश्वरवाडी,,,,,
DOWN,Mukundnagar,मुकुंदनगर,,,,,
DOWN,Maharshinagar,महर्षीनगर,,,,,
DOWN,Sant Namdev Vidyalay,संत नामदेव विद्यालय,,,,,
DOWN,Giridhar Bhavan,गिरिधर भवन,,,,,
DOWN,Defence Colony,डिफेंन्स कॉलनी,,,,,
DOWN,Mount Carmel School,माऊंट कॉन्व्हेंट स्कूल,,,,,
DOWN,Smashan Bhumi Rasta,स्माशान भूमी रस्ता,,,,,
DOWN,Sadhana Vidyalay,साधना विद्यालय,,,,,
DOWN,Tupemala,तुपेमळा,,,,,
DOWN,Sadu Nanavasti,सादू नानावस्ती,,,,,
DOWN,Vitthal Mandir Hadapsar,विठ्ठल मंदीर हडपसर ,,,,,
DOWN,Lakudvasti,लाकूडवस्ती,,,,,
DOWN,Sadesatranali,साडेसतरानळी,,,,,
DOWN,Vishalnagar,विशालनगर,,,,,
DOWN,Choundhe Shala,चौंधे शाळा,,,,,
DOWN,Nandgude Shala,नांदगुडे शाळा,,,,,
DOWN,Vilas Nandgude Niwas,विलास नांदगुडे निवास,,,,,
DOWN,Shikshak Society,शिक्षक सोसायटी,,,,,
DOWN,Savarkar Bhavan,सावरकर भवन,,,,,
DOWN,Saswad,सासवड,,,,,
DOWN,Police Chowky,पोलीस चौकी,,,,,
DOWN,ST Stand Saswad,एसटी स्टॅण्ड सासवड,,,,,
DOWN,Waghere College,वाघिरे कॉलेज,,,,,
DOWN,Kirloskar Company,किर्लोसकर कंपनी,,,,,
DOWN,Jakat Naka Saswad,जकात नाका सासवड,,,,,
DOWN,Pawarwadi,पवारवाडी,,,,,
DOWN,Divegaon,दिवेगांव,,,,,
DOWN,ITI Saswad Road,आय.टी.आय. सासवड रोड,,,,,
DOWN,Dhumewadi,ढुमेवाडी,,,,,
DOWN,Kalewadi,काळेवाडी,,,,,
DOWN,Zendewadi,झेंडेवाडी,,,,,
DOWN,Mile Dagad Kramank 21 Diveghat,मैल दगड क्र21 दिवेघाट ,,,,,
DOWN,Mile Dagad Kramank 19 Diveghat,मैन दगड क्र19 दिवेघाट ,,,,,
DOWN,Sakal Office Vadaki,सकाळ ऑफिस वडकी,,,,,
DOWN,Vadkinala,वडकीनाला,,,,,
DOWN,Malnagar,माळनगर,,,,,
DOWN,Tech Mahindra,टेक महेंद्रा,,,,,
DOWN,Savtamali Mandir,सावतामाळी मंदिर,,,,,
DOWN,Mitra Mandal Sabhagruha,मित्र मंडळ सभागृह,,,,,
DOWN,Parvatigaon,पर्वतीगांव,,,,,
DOWN,Dashbhuja Ganpati,दशभुजा गणपती,,,,,
DOWN,Sahkarnagar,सहकारनगर,,,,,
DOWN,Chintamani Dnyanpith,चिंतामणी ज्ञानपीठ,,,,,
DOWN,Narayaninagar,नारायणीनगर,,,,,
DOWN,Mangdenagar,मांगडेनगर,,,,,
DOWN,Saisiddhi,साईसिध्दी,,,,,
DOWN,Avadhoot Society,अवधूत सोसायटी,,,,,
DOWN,Pawan Society,पवन सोसायटी,,,,,
DOWN,Nilgiri Society,निलगीरी सोसायटी,,,,,
DOWN,Samudri Society,समुद्री सोसायटी,,,,,
DOWN,Mahendra Market,महेंद्र मार्केट,,,,,
DOWN,Chintamani School,चिंतामणी स्कूल,,,,,
DOWN,Bharati Vidyapeeth Shala,भारती विद्यापीठ शाळा,,,,,
DOWN,Rajaram Gas,राजाराम गॅस ,,,,,
DOWN,Daulatnagar Dhankawadi Road,दौलतनगर धनकवडी रोड ,,,,,
DOWN,Gulabnagar,गुलाबनगर,,,,,
DOWN,Rajmudra Society,राजमुद्रा सोसायटी,,,,,
DOWN,Shivshankar Society,शिवशंकर सोसायटी,,,,,
DOWN,Mohannagar Dhankawadi,मोहननगर धनकवडी ,,,,,
DOWN,Ambegaon Pathar Corner,आंबेगांव पठार कॉर्नर,,,,,
DOWN,Ganeshnagar Ambegaon Pathar,गणेशनगर आंबेगांव पठार ,,,,,
DOWN,Dhanwantari Hospital,धनवंतरी हॉस्पीटल,,,,,
DOWN,Bhandarkar Road,भांडारकर रोड,,,,,
DOWN,Film Institute,फिल्म इन्स्टियुट,,,,,
DOWN,Karve Bungalow,कर्वे बंगला,,,,,
DOWN,Dattawadi Mhasoba Chowk,दत्तवाडी म्हसोबा चौक,,,,,
DOWN,Dattawadi,दत्तवाडी,,,,,
DOWN,Dnyaneshwar Society,ज्ञानेश्र्वर सोसायटी,,,,,
DOWN,Thorve School,थोरवे स्कूल,,,,,
DOWN,Icchapurti Ganesh Mandir,इच्छापुर्ती गणेश मंदिर,,,,,
DOWN,Gujarwadi,गुजरवाडी,,,,,
DOWN,Khadi Machine Gujarwadi,खडी मशिन गुजरवाडी,,,,,
DOWN,Aswee Trading Company,आस्वी ट्रेडिंग कंपनी,,,,,
DOWN,Shivshankar Super Market,शिवशंकर सूपर मार्केट,,,,,
DOWN,Ajay Niwas,अजय निवास,,,,,
DOWN,Sai Industries,साई इंडस्ट्रीज कंपनी,,,,,
DOWN,Gujarwadi Phata,गुजरवाडी फाटा,,,,,
DOWN,Santoshnagar,संतोषनगर,,,,,
DOWN,Maruti Mandir Dattanagar,मारुती मंदिर दत्तनगर,,,,,
DOWN,Dattanagar Katraj Road,दत्तनगर कात्रज रोड ,,,,,
DOWN,Telco Colony,टेल्को कॉलनी,,,,,
DOWN,Shaninagar,शनिनगर,,,,,
DOWN,Ambegaon Phata,आंबेगांव फाटा,,,,,
DOWN,Lipanevasti,लिपाणेवस्ती,,,,,
DOWN,Dattamandir Jambhulwadi Road,दत्तमंदिर जांभूळवाडी रोड,,,,,
DOWN,Pimplekarvasti,पिंपळेकरवस्ती,,,,,
DOWN,Jambhulakaravasti,जांभुळकर वस्ती,,,,,
DOWN,Jambhulwadi,जांभूळवाडी,,,,,
DOWN,Balewadi Depot,बालेवाडी डेपो,,,,,
DOWN,Bharat English School,भारत इंग्लीश स्कूल,,,,,
DOWN,Balewadigaon,बालेवाडीगांव,,,,,
DOWN,Poultry Farm Desai,पोल्ट्री फार्म देसाई,,,,,
DOWN,Chakankarmala,चाकणकरमळा,,,,,
DOWN,Ammunition Canteen,अम्युनिशन कॅन्टीन,,,,,
DOWN,HEMRL Company,एचइएमआ एल कंपनी,,,,,
DOWN,Kamala Nehru Hospital,कमला नेहरु हॉस्पिटल,,,,,
DOWN,Marnewadi,मारणेवाडी,,,,,
DOWN,Dattamandir Paud Road,दत्तमंदिर पौड रोड,,,,,
DOWN,Lal Ghar,लाल घर,,,,,
DOWN,Urawdegaon,उरवडेगांव,,,,,
DOWN,Ravle Bungalow,रवळे बंगला,,,,,
DOWN,GF Filters,जीएफ फिल्टर्स,,,,,
DOWN,Kirloskar,किर्लोस्कर,,,,,
DOWN,Minilec Company,मिनिलेक कंपनी,,,,,
DOWN,Oskar Company,ऑस्कर कंपनी ,,,,,
DOWN,Pirangut,पिंरगुट,,,,,
DOWN,Lavle Phata,लवळे फाटा,,,,,
DOWN,Mile Dagad Kramank 22 Pirangutghat,मैल दगड क्र. 22 पिंरगुटघाट ,,,,,
DOWN,Mile Dagad Kramank 21 Pirangutghat,मैल दगड क्रं 21 पिंरगुटघाट ,,,,,
DOWN,Bhukum Ashram,भूकूम आश्रम,,,,,
DOWN,Bandal Farm,बांदल फार्म,,,,,
DOWN,Bhukum,भूकूम,,,,,
DOWN,Shell Petrol Pump,सेल पेट्रोल पंप,,,,,
DOWN,Mile Dagad Kramank 18 Bhukum,मैल दगड क्रं 18 भूकूम,,,,,
DOWN,Tangde Bandhumala,तांगडे बंधूमळा,,,,,
DOWN,Matalwadi Bhugaon,माताळवाडी भूगाव,,,,,
DOWN,Chutkevasti,चुटकेवस्ती,,,,,
DOWN,Bhugaon,भूगांव,,,,,
DOWN,Daulat Garden,दौलत गार्डन,,,,,
DOWN,Mariaai Mandir,मरीआई मंदिर,,,,,
DOWN,Deshmukhvasti,देशमुखवस्ती,,,,,
DOWN,Bhagwatvasti,भागवतवस्ती,,,,,
DOWN,Dagadevasti,दगडेवस्ती,,,,,
DOWN,Rajwade Bungalow,राजवाडे बंगला,,,,,
DOWN,Mile Dagad Kramank 8 Bavdhan Ghat,मैल दगड क्र 8 बावधान घाट ,,,,,
DOWN,Shasakiya Vishramgruha Paudgaon,शासकीय विश्रामगृह पौंडगांव,,,,,
DOWN,ST Stand Paud,एस.टी. स्टँड पौड,,,,,
DOWN,Manik Press Road,माणिक प्रेस रोड,,,,,
DOWN,Forest Office Road,फोरेस्ट ऑफिस रोड,,,,,
DOWN,Vitthalwadi Phata,विठ्ठलवाडी फाटा,,,,,
DOWN,Balkawadevasti,बलकवडेवस्ती,,,,,
DOWN,Sant Company,सॅन्ट कंपनी,,,,,
DOWN,Sanakta Company,सानकता कंपनी,,,,,
DOWN,Sutarwadi Paud Road,सुतारवाडी पौड रोड,,,,,
DOWN,Cable Company,केबल कंपनी,,,,,
DOWN,Kasar Amboli,कासार अंबोली,,,,,
DOWN,Shindewadi Paud Road,शिंदेवाडी पौड रोड,,,,,
DOWN,Gavkos Maruti,गावकोस मारुती,,,,,
DOWN,Ghanesh Peth,गणेश पेठ,,,,,
DOWN,Govind Halwai Chowk,गोविंद हलवाई चौक,,,,,
DOWN,Kasture Chowk,कस्तुरे चौक,,,,,
DOWN,Ganj Peth,गंजपेठ,,,,,
DOWN,Mominpura,मोमीनपुरा,,,,,
DOWN,Maharashtra Housing Board Samtanagar,महाराष्ट्र हौसिंग बोर्ड (समतानगर),,,,,
DOWN,Moze Vidyalay Samtanagar,मोझे शाळा समतानगर,,,,,
DOWN,M 23,एम 23,,,,,
DOWN,Housing Board Corner,हौसिंग बोर्ड कॉर्नर,,,,,
DOWN,Khese Park,खेसे पार्क,,,,,
DOWN,Charholigaon,चऱ्होलीगांव,,,,,
DOWN,Dabhadevasti Charholi,दाभाडेवस्ती चऱ्होली ,,,,,
DOWN,Vitbhatti Charholi,विटभट्टी चऱ्होली ,,,,,
DOWN,Tapkirnagar Charholi,तापकिरनगर चऱ्होली,,,,,
DOWN,Beverley House Baner,बेवर्ली  हाऊस बाणेर,,,,,
DOWN,Paranjpe Scheme Baner,परांजपे स्कीम बाणेर ,,,,,
DOWN,Shroff Chowk,श्रॉफ चौक,,,,,
DOWN,Someshwarwadi,सोमेश्वरवाडी,,,,,
DOWN,Sandhyanagar,संध्यानगर,,,,,
DOWN,Govind Mangal Karyalay,गोविंद मंगल कार्यालय,,,,,
DOWN,Dehugaon,देहूगांव,,,,,
DOWN,Dehugaon Grampanchayat,देहूगांव ग्राम पंचायत,,,,,
DOWN,Malwadi Dehu,माळवाडी देहू,,,,,
DOWN,Zendemala,झेंडमळा,,,,,
DOWN,COD Corner,सीओडी कॉर्नर,,,,,
DOWN,Tukarampark,तुकारामपार्क,,,,,
DOWN,COD,सीओडी,,,,,
DOWN,Mahadev Mandir Paduka,महादेव मंदीर पादुका,,,,,
DOWN,Chincholi,चिंचोली,,,,,
DOWN,Ashoknagar Dehu,अशोकनगर देहू ,,,,,
DOWN,Dehugaon Phata,देहूगाव फाटा,,,,,
DOWN,Dehuroad Station,देहूरोड स्टेशन,,,,,
DOWN,CISV,सीआयएसव्ही,,,,,
DOWN,Garden City,गार्डन सिटी,,,,,
DOWN,Kendriya Vidyalay Dehu Road,केंद्रीय विद्यालय देहू रोड,,,,,
DOWN,B Sub Depot,बी सब डेपो,,,,,
DOWN,Kohima line,कोईमा लाईन,,,,,
DOWN,Bahulgaon,बहुळगाव,,,,,
DOWN,Subhash Vidyalay,सुभाष विद्यालय,,,,,
DOWN,Bahulgaon Phata,बहुळगांव फाटा,,,,,
DOWN,Mohitewadi,मोहितेवाडी,,,,,
DOWN,Chincholi Phata,चिंचोली फाटा,,,,,
DOWN,Lokhandi Darwaja,लोखंडी दरवाजा,,,,,
DOWN,Rajasthan Hotel,राजस्थान हॉटेल,,,,,
DOWN,Krushi Utpanna Bazar Samiti,कृषी उत्पन्न बाजार समिती,,,,,
DOWN,Shell Pimpalgaon,शेल पिंपळगांव,,,,,
DOWN,Chakan Phata,चाकण फाटा,,,,,
DOWN,Shelgaon,शेलगांव,,,,,
DOWN,Koyali Phata,कोयाळी फाटा,,,,,
DOWN,Khandoba Mandir Wadgaonghenand,खंडोबा मंदिर वाडगावघेनंद,,,,,
DOWN,Vadgaon Ghenand Shala,वडगांव घेनंद शाळा,,,,,
