Direction,Stop Name,Stop Name Marathi,,,,,
DOWN,Vadarwadi,वडारवाडी,,,,,
DOWN,Sahastrabuddhe Samadhi,सहस्त्रबुद्धे समाधी,,,,,
DOWN,Mhatobachi Alandi,म्हातोबाची आंळदी,,,,,
DOWN,Jawalkar Hospital,जवळकर हॉस्पिटल,,,,,
DOWN,Railway Crossing Mhatobachi Alandi,रेल्वे क्रॉसिंग म्हातोबाची आंळदी,,,,,
DOWN,Chaudharibaug,चौधरी बाग,,,,,
DOWN,Kardevasti,करडेवस्ती,,,,,
DOWN,Malwadi Kunjirwadi,माळवाडी कुंजीरवाडी,,,,,
DOWN,Kunjirwadigaon,कुंजीरवाडी गांव,,,,,
DOWN,Ishanyanagari,ईशान्यनगरी,,,,,
DOWN,Balbharati,बालभारती,,,,,
DOWN,Suply Depot,सप्लाय डेपो,,,,,
DOWN,Lodha Hospital,लोढा हॉस्पिटल,,,,,
DOWN,Runwal Society,रुणवाल सोसायटी,,,,,
DOWN,Manikchand Dhariwal Sinhagad College,माणिकचंद धारीवाल सिंहगड कॉलेज,,,,,
DOWN,Rosary School Corner,रोजरी स्कूल कॉर्नर,,,,,
DOWN,Gharkul Vasahat Warje,घरकुल वसाहत वारजे,,,,,
DOWN,Laxminagar Corner,लक्ष्मीनगर कॉर्नर,,,,,
DOWN,Laxminagar Police Chowky,लक्ष्मीनगर पोलीस चौकी,,,,,
DOWN,Sahwas Corner,सहवास कॉर्नर,,,,,
DOWN,Uruli Railway Station,उरूळी रेल्वे स्टेशन,,,,,
DOWN,Gadkarivasti,गडकरीवस्ती,,,,,
DOWN,Bagadevasti,बगाडेवस्ती,,,,,
DOWN,Railway Gate Uralikanchan,रेल्वे गेट उरळीकांचन ,,,,,
DOWN,Yadavvasti Prayagdham,यादव वस्ती प्रयागधाम,,,,,
DOWN,Vitbhatti Prayagdham,विटभट्टी प्रयागधाम,,,,,
DOWN,Prayagdham Hospital,प्रयागधाम हॉस्पीटल,,,,,
DOWN,Prayagdham Ashram,प्रयागधाम आश्रम,,,,,
DOWN,Prayagdham Ashram Gate,प्रयागधाम आश्रम गेट,,,,,
DOWN,Dhangarvasti,धनगरवस्ती,,,,,
DOWN,Nirgil,निरगिल,,,,,
DOWN,Varchamala,वरचामाळ,,,,,
DOWN,Naigaon,नायगांव,,,,,
DOWN,Malwadi Naigaon,माळवाडी नायगाव,,,,,
DOWN,Yadavvasti Naigaon Chaufula,यादव वस्ती नायगांव चौफुला,,,,,
DOWN,Chaufula,चौफुला,,,,,
DOWN,Railway Gate Number 1,रेल्वे गेट नं.1,,,,,
DOWN,Markalgaon,मरकळगाव,,,,,
DOWN,Panyachi Taki Markal,पाण्याची टाकी मरकळ,,,,,
DOWN,Indrayani Pul Markal Road,इंद्रायणी पूल मरकळ रोड,,,,,
DOWN,Tulapur,तुळापुर,,,,,
DOWN,Nirgudkar Farm,निरगुडकर फॉर्म,,,,,
DOWN,Balsadan,बालसदन,,,,,
DOWN,Phulgaon,फुलगाव,,,,,
DOWN,Malwadi Markal Road,माळवाडी मरकळ रोड,,,,,
DOWN,Sakoremala,साकोरेमळा,,,,,
DOWN,Raysoni Farm,रायसोनी फार्म,,,,,
DOWN,Kukut Palan Kendra,कुकुट पालन केंद्र,,,,,
DOWN,Incometax Office,"	इन्कम टॅक्स ",,,,,
DOWN,Hadapsar Gadital Saswad Road,हडपसर गाडीतळ सासवड रोड,,,,,
DOWN,Hadapsar Gadital Solapur Road,हडपसर गाडीतळ सोलापूर रोड,,,,,
DOWN,Bhosari PMT Chowk,भोसरी पीएमटी,,,,,
DOWN,Bhosari Terminal,भोसरी टर्मिनल,,,,,
DOWN,Pune Vidhyapeeth Gate,पुणे विद्यापीठ गेट ,,,, ,
UP,Kothrud Depot,कोथरुड डेपो,,,,,
UP,Bharatinagar,भारतीनगर,,,,, 
UP,Kachara Depot Kothrud,कचरा डेपो कोथरुड ,,,, ,
UP,Vanaj Company,वनाज कंपनी,,,,,
UP,Vanaj Corner,वनाज कॉर्नर,,,,,
UP,Pratiknagar,प्रतीकनगर,,,,,
UP,Jai Bhavaninagar,जय भवानीनगर,,,,, 
UP,Anandnagar Kothrud,आनंदनगर कोथरुड ,,,,,
UP,Ideal Colony,आयडियल कॉलनी,,,,,
UP,More Vidyalay,मोरे विद्यालय,,,,,
UP,Paud Phata,पौडफाटा,,,,,
UP,SNDT College,एसएनडीटी कॉलेज,,,,,
UP,Nal Stop,नळ स्टॉप,,,,,
UP,Sonal Hall,सोनल हॉल,,,,,
UP,Garware College,गरवारे कॉलेज,,,,,
UP,Deccan Corner,डेक्कन कॉर्नर,,,,,
UP,Sahitya Parishad,साहित्य परिषद,,,,,
UP,Maharashtra Mandal,महाराष्ट्र मंडळ,,,,,
UP,SP College,एसपी कॉलेज,,,,,
UP,Ramdas Maral,रामदास मरळ,,,,,
UP,Hirabaug,हिराबाग,,,,,
UP,Swargate Corner,स्वारगेट कॉर्नर,,,,,
UP,Swargate Depo,स्वारगेट डेपो,,,,,
UP,Ghorpade Peth,घोरपडे पेठ,,,,,
UP,ST Vibhagiya Karyalay,एसटी विभागीय कार्यालय,,,,,
UP,Meera Society,मिरा सोसायटी,,,,,
UP,Golibar Maidan,गोळीबार मैदान,,,,,
UP,Mahatma Gandhi Stand,महात्मा गांधी स्टॅण्ड,,,,,
UP,Limb Center,लिंब सेंटर,,,,,
UP,Military Hospital Vanawadi ,मिल्ट्री हॉस्पिटल वानवडी,,,,,
UP,Vanwadi Corner,वानवडी कॉर्नर,,,,,
UP,Vanwadi Bazar,वानवडी बजार,,,,,
UP,Shinde Chhatri,शिंदे छत्री,,,,,
UP,Netajinagar,नेताजीनगर,,,,,
UP,Lullanagar,लुल्लानगर,,,,,
UP,Kamela,कमेला,,,,,
UP,U Co Bank,यू को बँक,,,,,
UP,Kondhwa Shala,कोंढवा शाळा,,,,,
UP,Kondhwa Kh,कोंढवा खुर्द,,,,,
UP,Chaitanya Vidyalay,चैतन्य विद्यालय,,,,,
UP,Kondhwa Police Station,कोंढवा पोलीस स्टेशन,,,,,
UP,Talab Company,तालाब कंपनी,,,,,
UP,Kondhwa Bk,कोंढवा बु.,,,,,
UP,Shikshaknagar,शिक्षकनगर,,,,,
UP,Paramhansnagar,परमहंसनगर,,,,,
UP,Goodluck Chowk,गुडलक चौक,,,,,
UP,Fergusson College,फर्ग्युसन कॉलेज,,,,,
UP,Dnyaneshwar Paduka,ज्ञानेश्र्वर पादुका ,,,,,
UP,Police Ground,पोलीस ग्राउंड,,,,,
UP,Simla Office,सिमला ऑफिस,,,,,
UP,Lokmangal,लोकमंगल,,,,,
UP,Engineering College,इंजिनिअरिंग कॉलेज,,,,,
UP,RTO,आर.टी.ओ.,,,,,
UP,Gadital,गाडीतळ,,,,,
UP,Ambedkar Bhavan,आंबेडकर भवन,,,,,
UP,Sasoon Hospital,ससून हॉस्पिटल ,,,,,
UP,Pune Station,पुणे स्टेशन,,,,,
UP,Ruby Hall,रूबी हॉल,,,,,
UP,Guruprasad Bungalow,गुरूप्रसाद बंगला,,,,,
UP,Bundgarden,बंडगार्डन,,,,,
UP,Yerawada,येरवडा,,,,,
UP,Neeta Park,निता पार्क,,,,,
UP,Netaji Highschool,नेताजी हायस्कूल,,,,,
UP,Vikrikar Karyalay,विक्रीकर कार्यालय ,,,,,
UP,Yerwada Post Office,येरवडा पोस्ट ऑफिस,,,,,
UP,Nagpur Chawl,नागपूर चाळ,,,,,
UP,Gaurdroom,गार्डरूम,,,,,
UP,Sanjay Park,संजय पार्क,,,,,
UP,509,509,,,,,
UP,Burma Shell,बर्माशेल,,,,,
UP,Kalwad,कलवड,,,,,
UP,Officers Mess,ऑफिसर्स मेस,,,,,
UP,Kendriya Vidyalay Lohgaon,केंद्रीय विद्यालय लोहगाव ,,,,,
UP,Panyachi Taki Lohgaon,पाण्याची टाकी लोहगांव,,,,,
UP,Lohgaon,लोहगांव,,,,,
UP,Katraj,कात्रज,,,,,
UP,Morebaug,मोरेबाग,,,,,
UP,Sarpodyan,सर्पोद्यान,,,,,
UP,Bharati Vidyapeeth Gate,भारती विद्यापीठ गेट,,,,,
UP,Balajinagar,बालाजीनगर,,,,,
UP,Shankar Maharaj Math,शंकर महाराज मठ,,,,,
UP,Padmawati,पद्मावती,,,,,
UP,Natubaug,नातुबाग,,,,,
UP,Aranyeshwar Corner,अरण्येश्वर कॉर्नर,,,,,
UP,Bhapkar Petrol Pump,भापकर पेट्रोल पंप,,,,,
UP,ST Colony,एसटी कॉलनी,,,,,
UP,Lakshminarayan,लक्ष्मीनारायण,,,,,
UP,Swargate,स्वारगेट,,,,,
UP,Nehru Stadium,नेहरू स्‍टेडीयम,,,,,
UP,Sarasbaug,सारसबाग,,,,,
UP,Madiwale Colony,माडीवाले कॉलनी,,,,,
UP,Shinde Farm,शिंदे फार्म,,,,,
UP,Chandani Chowk,चांदणी चौक,,,,,
UP,Shindenagar Bawdhan,शिंदेनगर बावधन,,,,,
UP,Bavdhangaon,बावधनगांव,,,,,
UP,Bavdhan Phata,बावधानफाटा,,,,,
UP,Bharat Ele Company,भारत इले.कंपनी,,,,,
UP,Pashan Tank Rasta,पाषाण टँक रस्ता,,,,,
UP,ARDE Colony,ए.आर.डी.इ.कॉलनी,,,,,
UP,MES Pumping Station,एम.ई.एस.पंपिंग स्टेशन,,,,,
UP,Pashan Naka,पाषाण नाका,,,,,
UP,Kokate Aali,कोकाटे आळी,,,,,
UP,Dattamandir Pashan Road,दत्तमंदिर पाषाण रोड,,,,,
UP,Balaji Mandir,बालाजी मंदिर,,,,,
UP,Vishwakarma,विश्वकर्मा,,,,,
UP,Sai Chowk Pashan Sus Road,साईचौक पाषाण सुस रोड ,,,,,
UP,Pandavnagar Pashan,पांडवनगर पाषाण,,,,,
UP,Abhinav College,अभिनव कॉलेज,,,,,
UP,Suskhind Phata,सुसखिंड फाटा,,,,,
UP,Girme Park,गिरमे पार्क,,,,,
UP,Yashoda Niwas,यशोदा निवास,,,,,
UP,Balewadi Stadium,बालेवाडी स्टेडीयम,,,,,
UP,Digambar Marble,दिगंबर मार्बल,,,,,
UP,Wakad Bridge,वाकड ब्रीज,,,,,
UP,Sawtamali Mandir,सावतामाळी मंदिर,,,,,
UP,Hinjawadi Jakat Naka,हिंजवडी जकात नाका,,,,,
UP,Shivaji Chowk Hinjawadi,शिवाजी चौक हिंजवडी,,,,,
UP,Infosys Phase 1,इन्फोसिसिफेज 1,,,,,
UP,Siemens,सिमेन्स,,,,,
UP,Bank Of Maharashtra Hinjawadi,बँक ऑफ महाराष्ट्र,,,,,
UP,Tata Johnsan,टाटा जॉन्सन,,,,,
UP,Wipro Company Circle,विप्रो कंपनी सर्कल,,,,,
UP,Emcure,एमक्युअर,,,,,
UP,Infosys Phase 2,इन्फोसीस फेज 2,,,,,
UP,Power House Hinjawadi,पॉवर हाऊस हिंजवडी,,,,,
UP,Tata Motors,टाटा मोटर्स,,,,,
UP,Tech Mahindra,टेक महेंद्रा,,,,,
UP,Hinjawadi Maan Phase 3,हिंजवडी माण फेज ३,,,,,
UP,Radha Hotel,राधा हॉटेल,,,,,
UP,Deccan Gymkhana,डेक्कन जिमखाना,,,,,
UP,Maruti Mandir Kothrud,मारुती मंदिर कोथरूड,,,,,
UP,Karve Putala,कर्वे पुतळा,,,,,
UP,Khothrud Stand,कोथरुड स्‍टॅण्ड,,,,,
UP,Gandhi Bhavan Phata,गांधी भवन फाटा,,,,,
UP,Vadacha Stop,वडाचा स्टॉप,,,,,
UP,Karvenagar,कर्वेनगर,,,,,
UP,Provision Stores,प्रोव्हीजन स्टोअर्स,,,,,
UP,Canal Corner,कॅनाल कॉर्नर,,,,,
UP,Shipra Society,शिप्रा सोसायटी,,,,,
UP,Shreeman Society,श्रीमान सोसायटी,,,,,
UP,Vitthal Mandir Shreeman Society,विठ्ठल मंदीर श्रीमान सोसायटी ,,,,,
UP,Rajaram Pul Corner,राजाराम पुल कॉर्नर,,,,,
UP,Rajaram Pul,राजाराम पुल,,,,,
UP,Vitthalwadi Sinhagad Road,विठ्ठलवाडी सिंहगड रोड ,,,,,
UP,Hingne,हिंगणे,,,,,
UP,Anandnagar Sinhagad Road,आनंदनगर सिंहगड रोड ,,,,,
UP,Ganesh Park,गणेश पार्क,,,,,
UP,Manikbaug,माणिकबाग,,,,,
UP,Indian Hume Pipe,इंडियन ह्युम पाईप,,,,,
UP,Fun Time,फन टाईम,,,,,
UP,Vadgaon Bk Phata,वडगाव बु.फाटा,,,,,
UP,Patil Colony,पाटील कॉलनी,,,,,
UP,Dhayari Phata,धायरी फाटा,,,,,
UP,Garmal,गारमाळ,,,,,
UP,Raykarvasti,रायकरवस्ती,,,,,
UP,Poultry Farm Dhayari,पोल्ट्री फार्म धायरी,,,,,
UP,Ganeshnagar Dhayari,गणेशनगर धायरी ,,,,,
UP,Dhayarigaon,धायरीगांव,,,,,
UP,Chavanmala,चव्हाणमळा,,,,,
UP,DSK Vishwa,डिएसके विश्व,,,,,
UP,Police Line,पोलीस लाइन,,,,,
UP,Modern HighSchool,मॉडर्न हायस्कुल,,,,,
UP,Sawarkar Bhavan,सावरकर भवन,,,,,
UP,Ma Na Pa,मनपा,,,,,
UP,Shivaji Putla,शिवाजी पुतळा,,,,,
UP,Mhasoba Gate,म्हसोबा गेट,,,,,
UP,Pumping Station,पंपिंग स्टेशन,,,,,
UP,Mafatlal Bungalow,मफतलाल बंगला,,,,,
UP,Rangehills Corner,रेंजहिल्स कॉर्नर,,,,,
UP,Pune Vidhyapeeth Gate,पुणे विद्यापीठ गेट,,,,,
UP,Chavannagar,चव्हाणनगर,,,,,
UP,Sakalnagar,सकाळनगर,,,,,
UP,Sindh Colony Baner Road,सिंध कॉलनी बाणेर रोड,,,,,
UP,Baner Phata,बाणेर फाटा,,,,,
UP,Sanewadi,सानेवाडी,,,,,
UP,Anand Park,आनंद पार्क,,,,,
UP,ITI Aundh,आयटीआय औंध ,,,,,
UP,DP Road Corner,डीपी रोड कॉनर्र,,,,,
UP,DP Road,डी.पी.रोड,,,,,
UP,Medi Point,मेडी पॉर्इंट,,,,,
UP,Yashwantnagar Rangehills,यशवंतनगर रेंजहिल,,,,,
UP,Ashoknagar Rangehills,अशोकनगर रेंजहिल,,,,,
UP,Rangehills Circle 1,रेंजहिल सर्कल 1,,,,,
UP,Rangehills Circle 2,रेंजहिल सर्कल 2,,,,,
UP,Rangehills H type,रेंज हिल्स एच टाईप,,,,,
UP,Rangehills Post Office,रेंजहिल पोस्‍ट ऑफिस,,,,,
UP,Mutton Market,मटन मार्केट,,,,,
UP,Military Hospital Rangehills,मिलिटरी हॉस्पिटल रेंजहिल,,,,,
UP,Balbhavan,बालभवन,,,,,
UP,Khadki Station,खडकी स्टेशन,,,,,
UP,LIC Colony,एसआयसी कॉलनी,,,,,
UP,40 Aundh Road,४० औंध रोड,,,,,
UP,Dr Sayyad Dawakhana,डॉक्टर सय्यद दवाखाना,,,,,
UP,Bhau Patil Chowk,भाऊराव पाटील चौक,,,,,
UP,Chhajed Petrol Pump,छाजेड पेट्रोल पंप,,,,,
UP,Buddha Vihar Dapodi,बुध्द विहार दापोडी,,,,,
UP,Shivaji Putla Dapodi,शिवाजी पुतळा दापोडी,,,,,
UP,Dapodi Mantri Niketan,दापोडी मंत्री निकेतन,,,,,
UP,Shitaladevi Chowk Pimplegurav,शीतळादेवी चौक पिंपळेगुरव ,,,,,
UP,Raviraj Hotel,रविराज हॉटेल,,,,,
UP,Ramkrushna Mangal Karyalay,रामकृष्ण मंगल कार्यालय,,,,,
UP,Pooja Hospital,पूजा हॉस्पिटल,,,,,
UP,Suvarnpark,सुवर्णपार्क,,,,,
UP,Pimplegurav,पिंपळेगुरव,,,,,
UP,Sutardara,सुतारदरा,,,,,
UP,Shivtirthnagar,शिवतिर्थनगर,,,,,
UP,Shivtirthnagar Corner,शिवतिर्थनगर कॉर्नर,,,,,
UP,Sambaji Pul Police Chowky,संभाजी पूल पोलीस चौकी,,,,,
UP,Mati Ganpati,माती गणपती,,,,,
UP,Kesariwada,केसरीवाडा,,,,,
UP,Appa Balawant Chowk,अप्पा बळवंत चौक,,,,,
UP,Dakshinmukhi Maruti,दक्षिणमुखी मारुती,,,,,
UP,Shaniwarwada,शनिवारवाडा,,,,,
UP,Jijamatabaug,जिजामाताबाग,,,,,
UP,Phadke Haud,फडके हौद,,,,,
UP,Apollo Talkies,आपोलो टॉकीज,,,,,
UP,15 August Chowk,१५ ऑगस्ट चौक,,,,,
UP,Sonawne Hospital,सोनवणे हॉस्पीटल,,,,,
UP,Ramoshigate,रामोशी गेट,,,,,
UP,AD Camp Chowk,एडी कॅम्प चौक,,,,,
UP,Nana Peth,नाना पेठ,,,,,
UP,Power House Rastapeth,पॉवर हाऊस रास्तापेठ ,,,,,
UP,KEM Hospital,केईएम हॉस्पीटल,,,,,
UP,Madhur Milan Mangal Karyalay,मधुर मिलन मंगल कार्यालय,,,,,
UP,Kasturba Gandhi Shala,कस्तुरबा गांधी शाळा,,,,,
UP,Kalpataru Society Koregaonpark,कल्पतरू सोसायटी कोरेगावपार्क ,,,,,
UP,Bhairoba Pumping Station,भैरोबा पंपीग स्टेशन,,,,,
UP,Kalyaninagar Pul,कल्याणीनगर पुल,,,,,
UP,Gulmohar City,गुलमोहर सिटी,,,,,
UP,Dhole Patil Farm,ढोले पाटील फार्म,,,,,
UP,Tadi Gutta,ताडी गुत्ता,,,,,
UP,Kacharevasti,कचरेवस्ती,,,,,
UP,Mundhwa Shala,मुंढवा शाळा,,,,,
UP,Mundhwagaon,मुंढवागांव,,,,,
UP,Shindevasti Mundhwa,शिंदेवस्ती मुंढवा ,,,,,
UP,Keshavnagar Pul,केशवनगर पूल,,,,,
UP,Keshavnagar,केशवनगर,,,,,
UP,Bhekrainagar,भेकराईनगर,,,,,
UP,Ganganagar,गंगा नगर,,,,,
UP,IBM,आयबीएम,,,,,
UP,Satyapuram,सत्यपुरम,,,,,
UP,Gondhalenagar,गोंधळेनगर,,,,,
UP,Satavwadi,सातववाडी,,,,,
UP,Hadapsar Gadital,हडपसर गाडीतळ,,,,,
UP,Hadapsargaon,हडपसरगांव,,,,,
UP,Magarpatta Dawakhana,मगरपट्टा दवाखाना,,,,,
UP,Vaiduwadi,वैदुवाडी,,,,,
UP,Ramtekdi,रामटेकडी,,,,,
UP,Kalubai Mandir Ramtekdi,काळूबाई मंदीर रामटेकडी,,,,,
UP,Fatimanagar,फातिमानगर,,,,,
UP,Bhairoba Nala Police Chowky,भैरोबा नाला पोलीस चौकी,,,,,
UP,Racecourse,रेसकोर्स,,,,,
UP,Ambil Odha Colony,अंबील ओढा कॉलनी,,,,,
UP,Dandekar Pul,दांडेकर पूल,,,,,
UP,Lokmanyanagar,लोकमान्यनगर,,,,,
UP,Prakash Chicken Center,प्रकाश चिकन सेंटर,,,,,
UP,Ganjavewadi,गांजवेवाडी,,,,,
UP,Kulkarni Petrol Pump,कुलकर्णी पेट्रोल पंप,,,,,
UP,Chitrashala,चित्रशाळा,,,,,
UP,Sadashiv Peth Haud,सदाशिव पेठ हौद,,,,,
UP,Vishrambaugwada,विश्रामबागवाडा,,,,,
UP,Mandai Stand,मंडई स्‍टॅण्ड,,,,,
UP,Police Workshop,पोलीस वर्कशॉप,,,,,
UP,Bodygate,बॉडीगेट,,,,,
UP,Aundhgaon,औंधगांव,,,,,
UP,Sangvi Phata,सांगवी फाटा,,,,,
UP,BR Gholap Vidyalay,बीआर  घोलप विद्यालय,,,,,
UP,Navi Sangvi,नवी सांगवी,,,,,
UP,Panyachi Taki NaviSangvi,पाण्याची टाकी नवी सांगवी,,,,,
UP,Sai Chowk Navisangvi,साई चौक नवी सांगवी,,,,,
UP,Krushna Bazar Chowk,कृष्ण बाजार चौक,,,,,
UP,Katepuram Chowk,काटेपूरम चौक,,,,,
UP,Shreekrushna Mandir,श्रीकृष्ण मंदिर,,,,,
UP,Gangardenagar,गांगर्डेनगर,,,,,
UP,Ambedkarnagar Pimplegurav,आंबेडकरनगर पिंपळेगुरव,,,,,
UP,Mayurnagari,मयुरनगरी,,,,,
UP,Ramnagar Pimplegurav,रामनगर पिंपळेगुरुव,,,,,
UP,Pimplegurav Ma Na Pa Shala,पिंपळेगुरव मनपा शाळा,,,,,
UP,Bal Kalyan Sanstha,बाल कल्याण संस्था,,,,,
UP,Gol Market Aundh Road,गोल मार्केट औंध रोड,,,,,
UP,Kasturba Gandhi Vasahat,कस्तुरबा गांधी वसाहत,,,,,
UP,Sindh Colony Aundh Road,सिंध कॉलनी औंध रोड,,,,,
UP,Bremen Chowk,ब्रेमण चौक,,,,,
UP,PWD Colony,पी ड्ब्लु डी कॉलनी,,,,,
UP,Makan Hospital,माकण हॉस्पिटल,,,,,
UP,Chandramaninagar,चंद्रमणीनगर,,,,,
UP,Vasantdada Putala Sangvi,वंसतदादा पुतळा सांगवी,,,,,
UP,Someshwarwadi Phata,सोमेश्वरवाडी फाटा,,,,,
UP,Green Park,ग्रीन पार्क,,,,,
UP,Trimurti Bungalow,त्रिमुर्ती बंगला,,,,,
UP,Ambedkarnagar Baner,आंबेडकर नगर,,,,,
UP,Murkutevasti,मुरकुटे वस्ती,,,,,
UP,Banergaon,बाणेरगांव,,,,,
UP,Banergaon Odha,बाणेर ओढा,,,,,
UP,Balewadi Phata,बालेवाडी फाटा,,,,,
UP,Kalamkarvasti,कळमकरवस्ती,,,,,
UP,Samadhi Mandir,समाधी मंदीर,,,,,
UP,Insurance Company,इन्शुअरन्स कंपनी,,,,,
UP,Mhalunge Corner,म्हाळुंगे कॉर्नर,,,,,
UP,Mhalunge Stadium Gate,म्हाळुंगे स्टेडीयम गेट,,,,,
UP,Mhalungegaon,म्हाळुंगेगांव,,,,,
UP,Bopodigaon,बापोडीगांव,,,,,
UP,Manajibaug,मानाजीबाग,,,,,
UP,Alegaonkar Shala,आलेगांवकर शाळा,,,,,
UP,Khadki Bazar,खडकी बाजार,,,,,
UP,Parvati Paytha,पर्वती पायथा,,,,,
UP,Panmala,पानमळा,,,,,
UP,Parvati Jalshuddhikaran Kendra,पर्वती जलशुध्दीकरण केंद्र,,,,,
UP,Ganeshmala,गणेशमळा,,,,,
UP,PL Deshpande Udyan,पू ल देशपांडे उद्यान,,,,,
UP,Vitthalwadi Jakat Naka,विठ्लवाडी जकात नाका,,,,,
UP,Jaidevnagar,जयदेवनगर,,,,,
UP,Natraj Stand,नटराज स्टॅन्ड ,,,,,
UP,Saipuram Corner,साईपुरम कॉर्नर,,,,,
UP,Benkarvasti,बेनकरवस्ती,,,,,
UP,Shree Control,श्री कंट्रोल,,,,,
UP,Dhayareshwar Mandir,धायरेश्वर मंदीर,,,,,
UP,Dhayari Maruti Mandir,धायरी मारूती मंदिर,,,,,
UP,Raikarmala,रायकरमळा ,,,,,
UP,Saritanagari,सरितानगरी,,,,,
UP,Shaniwarwada Stand,शनिवारवाडा स्‍टॅण्ड,,,,,
UP,Kasba Peth Police Chowky,कसबा पेठ पोलीस चौकी,,,,,
UP,Vasant Talkies,वसंत टॉकीज,,,,,
UP,Ganpati Chowk Laxmi Road,गणपती चौक लक्ष्मी रोड ,,,,,
UP,Common Wealth,कॉमनवेल्थ,,,,,
UP,Gokhale Hall,गोखले हॉल,,,,,
UP,Vijay Talkies,विजय टॉकीज,,,,,
UP,Marketyard,मार्केटयार्ड,,,,,
UP,Godown Gultekdi,गोडाऊन गुलटेकडी ,,,,,
UP,Shivaji Putla Marketyard,शिवाजी पुतळा मार्केटयार्ड,,,,,
UP,Bhaji Market,भाजी मार्केट,,,,,
UP,Vadgaon Bk,वडगाव बु.,,,,,
UP,Jadhavnagar,जाधवनगर,,,,,
UP,Brahma Chaitanya,ब्रम्हचैतन्य,,,,,
UP,Venutai Chavan College Payatha,वेणुताई चव्हाण कॉलेज पायथा,,,,,
UP,Venutai Chavan College,वेणुताई चव्हाण कॉलेज,,,,,
UP,Shivpushpak Park,शिवपुष्पक पार्क,,,,,
UP,Star Garden,स्टार गार्डन,,,,,
UP,Krushna Mandir Suncity,कृष्ण मंदीर सनसिटी,,,,,
UP,Suncity,सनसिटी,,,,,
UP,Lagadmala,लगडमळा,,,,,
UP,Mate Pat,मते पट,,,,,
UP,Nanded City,नांदेड सिटि,,,,,
UP,Nanded Phata,नांदेड फाटा,,,,,
UP,Sawli Dhaba,सावली ढाबा,,,,,
UP,Panyachi Taki Nanded,पाण्याची टाकी नांदेड,,,,,
UP,Vishrantwadi,विश्रांतवाडी,,,,,
UP,RD Colony,आर. डी. कॉलनी,,,,,
UP,Kalas,कळस,,,,,
UP,Pathan Baba Darga,पठाण बाबा दर्गा,,,,,
UP,Mhaskevasti,म्हस्केवस्ती,,,,,
UP,Parade Ground Alandi Road,पारडे ग्राउंड आळंदी रोड,,,,,
UP,Ganeshnagar Alandi Road,गणेशनगर आळंदी रोड ,,,,,
UP,Wireless Colony,वायरलेस कॉलनी,,,,,
UP,AIT College,एआयटी कॉलेज,,,,,
UP,Dighi,दिघी,,,,,
UP,Parandenagar,परांडेनगर,,,,,
UP,Dattanagar Alandi Road,दत्तनगर आळंदी रोड ,,,,,
UP,Telco Godown,टेल्को गोडाउन,,,,,
UP,Magzine,मॅगझीन,,,,,
UP,Moze Vidyalay Alandi Road,मोझे विद्यालय आळंदी रोड ,,,,,
UP,Sai Mandir,साई मंदिर,,,,,
UP,Nirma Company,निरमा कंपनी,,,,,
UP,Gokhalemala,गोखलेमळा,,,,,
UP,Vadmukhwadi,वडमुखवाडी,,,,,
UP,Chovisawadi,चोवीसावाडी,,,,,
UP,Charholi Phata,चऱ्होली फाटा,,,,,
UP,Katevasti,काटे वस्ती,,,,,
UP,Kalewadi Pump,काळेवाडी पंप,,,,,
UP,Dehu Phata,देहू फाटा,,,,,
UP,ST Stand Alandi,एस टी स्टॅन्ड आळंदी,,,,,
UP,Alandi,आळंदी,,,,,
UP,Patil Estate,पाटील इस्टेट,,,,,
UP,Labour Office,लेबर ऑफिस,,,,,
UP,Wakdewadi,वाकडेवाडी,,,,,
UP,Mariaai Gate,मरीआई गेट,,,,,
UP,Poultry Farm Mumbai Road,पोल्ट्री फार्म मुंबई रोड,,,,,
UP,Mula Road,मुळा रोड,,,,,
UP,Surgeon Quarters,सर्जन क्वॉर्टस,,,,,
UP,Methodist Church,मॅथेडीस्ट चर्च,,,,,
UP,Ammunition Stores,अ‍ॅम्युनिशन स्टोअर्स,,,,,
UP,Ammunition Factory,अ‍ॅम्युनिशन फॅक्टरी,,,,,
UP,Ammunition Factory Road,अम्युनिशन फॅक्टरी रोड,,,,,
UP,Arsenal Factory Gate,अर्सनल फॅक्टरी गेट,,,,,
UP,Ordinance Club,ऑर्डीनन्स क्लब,,,,,
UP,Mula House,मुळा हाऊस,,,,,
UP,Mhasoba Mandir,म्हसोबा मंदीर,,,,,
UP,Police Line Phulenagar,पोलीस लाईन फुलेनगर,,,,,
UP,Shantinagar,शांतीनगर,,,,,
UP,Mental Corner,मेंटल कॉर्नर,,,,,
UP,Sathe Biscuit,साठे बिस्किट,,,,,
UP,Bhikardas Maruti,भिकारदास मारूती,,,,,
UP,Shanipar,शनिपार,,,,,
UP,Bopodi,बोपोडी,,,,,
UP,Devkar Park,देवकर पार्क,,,,,
UP,Lakshminagar Galli Number 1,लक्ष्मी नगर गल्ली नं. 1,,,,,
UP,Srushti Chowk,सृष्टी चौक,,,,,
UP,Bhairavnagar Pimplegurav,भैरवनगर पिंपळेगुरव,,,,,
UP,Sudarshannagar,सुदर्शननगर,,,,,
UP,Jawalkarnagar,जवळकरनगर,,,,,
UP,Kalpataru Society Pimplegurav,कल्पतरू सोसायटी पिंपळेगुरुव ,,,,,
UP,Bhosari,भोसरी,,,,,
