BRTS,321A-D,321A-D-40,40,Pimplegurav,पिंपळेगुरव,18.592905,73.818933,13,,,,,,,,,,,,,,,,
BRTS,321A-U,321A-U-01,1,Pimplegurav,पिंपळेगुरव,18.593117,73.818872,1,,,,,,,,,,,,,,,,
BRTS,321A-U,321A-U-02,2,Srushti Chowk,सृष्टी चौक,18.596933,73.816897,1,,,,,,,,,,,,,,,,
BRTS,321A-U,321A-U-03,3,Bhairavnagar Pimplegurav,भैरवनगर पिंपळेगुरव,18.597069,73.814197,2,,,,,,,,,,,,,,,,
BRTS,321A-U,321A-U-04,4,Sudarshannagar,सुदर्शननगर,18.598362,73.812012,2,,,,,,,,,,,,,,,,
BRTS,321A-U,321A-U-05,5,Kate Patil Chowk,काटे पाटील चौक,18.599136,73.807986,2,,,,,,,,,,,,,,,,
BRTS,321A-U,321A-U-06,6,Pimple Saudagar Pump,पिंपळे सौदागर  पंप,18.600909,73.802723,2,,,,,,,,,,,,,,,,
BRTS,321A-U,321A-U-07,7,Mahadev Mandir Pimple Saudagar,महादेव मंदिर पिंपळे सौदागर,18.601772,73.799366,2,,,,,,,,,,,,,,,,
BRTS,321A-U,321A-U-08,8,Rahatani Gaon,रहाटणी गाव,18.602587,73.795987,3,,,,,,,,,,,,,,,,
BRTS,321A-U,321A-U-09,9,Ganesh Mandir Rahatani,गणेश मंदिर रहाटणी,18.599805,73.793019,3,,,,,,,,,,,,,,,,
BRTS,321A-U,321A-U-10,10,Kokane Chowk,कोकणे चौक,18.597712,73.790829,3,,,,,,,,,,,,,,,,
BRTS,321A-U,321A-U-11,11,Govind Yashada Chowk,गोविंद यशदा चौक,18.597223,73.803373,3,,,,,,,,,,,,,,,,
BRTS,321A-U,321A-U-12,12,Sukhvani Lawns,सुखवानी लॉन्स,18.593778,73.801951,4,,,,,,,,,,,,,,,,
BRTS,321A-U,321A-U-13,13,Kate Petrol Pump,काटे पेट्रोल पंप,18.592845,73.801594,4,,,,,,,,,,,,,,,,
BRTS,321A-U,321A-U-14,14,Planet Millenium,प्लॅनेट मिलेनियम,18.592930,73.800376,4,,,,,,,,,,,,,,,,
BRTS,321A-U,321A-U-15,15,Roseland Society,रोजलॅंड निसर्ग निर्मिती सोसायटी,18.593587,73.794728,4,,,,,,,,,,,,,,,,
BRTS,321A-U,321A-U-16,16,Kunal Icon,कुणाल आयकॉन,18.594158,73.790932,5,,,,,,,,,,,,,,,,
